192.40.40.0/23,CA,CA-ON,Ottawa,
206.82.110.0/23,CA,CA-ON,Ottawa,
2001:504:96::/48,CA,CA-ON,Ottawa,
2602:faf9::/36,CA,CA-ON,Ottawa,
